Component ID,Asset ID,Flota,Location,Component Profile,Lubricant,Connection Code,Observation Type,Observation Date,Observation Code,Meter Reading,All Time Meter Reading,Component Age,Observation Interval,days,Observation Rating,Rule Based Rating,Lube Age,Live,Lube Drained,Added,Assigned Condition Rating,Condition Review Notes,Further Recommendations,Fault Effect,Reviewed,Reviewer,Action Summary,Boro (ppm),Calcio (ppm),Cinc (ppm),Fosforado (ppm),Magnesio (ppm),Molibdeno (ppm),SILICATOS (ppm),Agua (%),Dilución por combustible (%),Hollín JOAP (Abs/cm),Nitración JOAP (Abs/cm),Oxidación JOAP (Abs/cm),Silicio (ppm),Sodio (ppm),Sulfatación JOAP (Abs/cm),Viscosidad @ 100°C (cSt),ISO 4406:1999 > 04µ,ISO 4406:1999 > 06µ,ISO 4406:1999 > 14µ,Aluminio (ppm),Bario (ppm),Cadmio (ppm),Cobre (ppm),Cromo (ppm),Estaño (ppm),Hierro (ppm),Niquel (ppm),Partículas Ferrosas (ppm),Plomo (ppm),Color del Refrigerante,Glycerin (%),Nitrito (ppm),PUNTO DE EBULLICION (°C),Sólidos Totales Disueltos (ppm),Turbidez (NTU),pH,Titanio (ppm),Vanadio (ppm)
Component_ID_50,Asset_ID_38,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_56,Fluid Analysis,2022-01-26,Observation_Code_3549,21119.99,21119.99,857.47,314.75,17.0,Critical,Normal,,857.47,No,0,Normal,"MUESTRA NO INDICA CONDICION , TODOS LOS PEDICTORES SE ENCUENNTRNA BAJO RANGO NORMAL DE OPERACION ",SEGUIR MONITOREANDO ,No Fault Identified,2022-01-29 10:02:27,Reviewer_1,,67.04,3747.0,,,19.62,42.27,,0.0,0.0,0.0,6.0,11.0,3.14,3.13,16.0,15.07,,,,1.0,,,1.0,0.19,,3.0,,,1.0,,,,,,,,,
Component_ID_33,Asset_ID_21,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_37,Fluid Analysis,2022-01-26,Observation_Code_2623,11594.09,11594.09,11594.09,107.48,6.0,Critical,Normal,,11594.09,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2022-01-27 13:51:51,Reviewer_10,,62.74,3582.0,,,18.81,44.66,,0.0,1.6,0.0,7.0,13.0,3.0,3.23,18.0,13.39,,,,1.0,,,1.0,0.01,0.78,3.0,,3.0,1.0,,,,,,,,,
Component_ID_31,Asset_ID_19,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_35,Fluid Analysis,2022-01-25,Observation_Code_2400,47707.72,47707.72,7780.51,450.14,36.0,Critical,Warning,,7780.51,No,0,Normal,"El predictor de PQ maneja una concentracion nominal entre 5 y 8 PPm, esta en rangos de trabajo",,No Fault Identified,2022-01-30 21:57:26,Reviewer_6,,53.08,3976.0,,,22.68,45.51,,0.0,0.0,1.0,8.0,14.0,3.0,2.64,18.0,14.57,,,,1.07,,,1.0,0.06,0.51,3.0,,5.0,1.0,,,,,,,,,
Component_ID_54,Asset_ID_42,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_63,Fluid Analysis,2022-01-25,Observation_Code_4034,11615.89,30596.14,11613.76,104.71,9.0,Critical,Warning,,11613.76,No,0,Normal,"El silicio elevado no parece deberse a una entrada de suciedad activa sin aluminio asociado o desgaste excesivo. El silicio podría deberse a una mala toma de muestras, lixiviación de silicona o un aditivo de aceite.  The elevated Silicon does not appear to be due to an active dirt entry without any associated Aluminum or excessive wear. The silicon could be due to poor sampling, leaching of silicone or an oil additive.    ",,No Fault Identified,2022-01-27 13:51:51,Reviewer_10,,72.39,3829.0,,,20.13,48.91,,0.0,0.0,0.0,7.0,12.0,6.8,3.82,17.0,15.28,,,,1.24,,,1.0,0.6,,5.0,,,1.0,,,,,,,,,
Component_ID_49,Asset_ID_37,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_55,Fluid Analysis,2022-01-25,Observation_Code_3432,22052.95,22052.95,4666.31,263.9,14.0,Critical,Normal,,4666.31,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2022-01-27 13:51:51,Reviewer_10,,55.63,3724.0,,,18.13,39.33,,0.0,0.0,1.0,7.0,12.0,3.02,3.41,17.0,14.71,,,,1.0,,,1.0,0.13,0.42,3.0,,,1.0,,,,,,,,,
Component_ID_34,Asset_ID_22,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_38,Fluid Analysis,2022-01-25,Observation_Code_2732,11369.91,11369.91,2599.43,62.15,5.0,Critical,Normal,,2599.43,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2022-01-27 13:51:51,Reviewer_10,,61.06,4126.0,,,22.74,51.3,,0.0,0.0,0.0,8.0,14.0,3.0,2.88,18.0,14.67,,,,1.0,,,1.0,0.1,1.08,3.0,,2.0,1.0,,,,,,,,,
Component_ID_36,Asset_ID_24,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_40,Fluid Analysis,2022-01-25,Observation_Code_2910,2931.86,2931.86,2931.86,119.57,7.0,Critical,Normal,,2931.86,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2022-01-27 13:51:51,Reviewer_10,,52.23,3690.0,,,17.14,38.78,,0.0,0.0,1.0,8.0,14.0,3.0,2.78,18.0,14.61,,,,1.0,,,1.0,0.09,0.48,3.0,,3.0,1.0,,,,,,,,,
Component_ID_26,Asset_ID_14,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_30,Fluid Analysis,2022-01-24,Observation_Code_1895,71011.45,71011.45,10372.12,458.39,30.0,Critical,Warning,,10372.12,No,0,Normal,"Los predictores de PQ estan entre 5 y 8 PPM nominal, estan en rangos de trabajo.",,No Fault Identified,2022-01-26 12:29:09,Reviewer_6,,55.95,3571.0,,,18.31,30.31,,0.0,0.0,0.0,7.0,13.0,3.0,3.46,17.0,14.61,,,,1.0,,,1.0,0.04,0.0,3.0,,8.0,1.0,,,,,,,,,
Component_ID_35,Asset_ID_23,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_39,Fluid Analysis,2022-01-24,Observation_Code_2842,10559.55,10559.55,10559.55,154.52,9.0,Critical,Warning,,10559.55,No,0,Normal,"Los predictores de PQ estan entre 5 y 8 PPM nominal, estan en rangos de trabajo.",,No Fault Identified,2022-01-26 12:28:58,Reviewer_6,,53.6,3863.0,,,19.2,36.25,,0.0,0.0,0.0,8.0,14.0,3.0,3.54,18.0,14.75,,,,1.0,,,1.0,0.06,0.0,3.0,,5.0,1.0,,,,,,,,,
Component_ID_37,Asset_ID_25,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_41,Fluid Analysis,2022-01-23,Observation_Code_2982,2958.37,2958.37,2958.37,521.07,31.0,Critical,Normal,,2958.37,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2022-01-24 20:10:32,Reviewer_10,,60.89,4105.0,,,20.24,50.39,,0.0,0.0,0.0,7.0,12.0,3.0,2.89,17.0,14.42,,,,1.01,,,1.0,0.05,0.66,3.0,,3.0,1.0,,,,,,,,,
Component_ID_48,Asset_ID_36,Flota_3,Location_1,Component_Profile_3,Lubricant_1,Connection_Code_53,Fluid Analysis,2022-01-21,Observation_Code_3360,72420.91,72420.91,5690.71,370.42,24.0,Critical,Normal,,5690.71,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2022-01-23 20:10:31,Reviewer_10,,49.82,3725.0,,,19.45,32.28,,0.0,0.0,11.0,7.0,13.0,3.0,3.13,18.0,14.54,,,,1.0,,,1.0,0.44,0.0,4.0,,,1.0,,,,,,,,,
Component_ID_30,Asset_ID_18,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_34,Fluid Analysis,2022-01-21,Observation_Code_2316,47269.19,47269.19,3100.88,435.4,26.0,Critical,Normal,,3100.88,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2022-01-23 20:10:31,Reviewer_10,,54.45,4073.0,,,23.58,49.55,,0.0,0.0,0.0,8.0,13.0,3.0,2.9,18.0,14.54,,,,1.1,,,1.0,0.09,0.92,3.0,,4.0,1.0,,,,,,,,,
Component_ID_12,Asset_ID_6,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_11,Fluid Analysis,2022-01-21,Observation_Code_1140,46549.18,46549.18,339.77,72.32,4.0,Critical,Warning,,339.77,No,0,Warning,"MUESTRA  INDICA CONDICION POR SODIO Y SILICIO , ESTE MOTOR FUE RECIENNTEMENTE CAMBIADO Y  SE CAMBIO ACEITE CON OT ANTERIOR , SE TOMA RECHEQUEO PARA VALIDAR CONTINUIDAD DE LA CONDICION ",TOMAR MUESTRA ,Coolant Entry,2022-01-25 16:19:05,Reviewer_1,"Action: Tomar muestra de aceite (Priority: 1 - Acción dentro de la Parada Actual Programada (Máxi)  Status: Closed  Completion Notes on 2022-03-08 10:48:43 by cerrejon_web_service:  DESCRIPCION       :TOMAR MUESTRA DE ACEITE MOTR RHCONDICION DE ULTIMA ATENCION  :(VER HISTORIA DE EQUIPO)    Closing Notes on 2024-03-15 09:44:25 by etorres4:  Se Cierra Orden completada ,ante la mejoria en la salud del componente    ",53.34,4182.0,1125.0,1000.0,24.25,47.26,,0.0,0.0,1.0,7.0,12.0,4.32,6.97,17.0,14.2,,,,1.05,,,2.67,0.39,0.64,9.0,,,2.03,,,,,,,,,
Component_ID_11,Asset_ID_6,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_12,Fluid Analysis,2022-01-21,Observation_Code_1249,46549.18,46549.18,15420.24,72.32,4.0,Critical,Warning,,15420.24,No,0,Normal,"MUESTRA EVIDENCIA PRESENCIA DE HOLLIN EN MUESTRA DE ANALSIISS DE ACEITE , ESTO SE EXPLICA POR ALTOS TIEMPOS DE RELANTI POR PARTE DE PRODUCCION ",,Abnormal Combustion,2022-01-24 17:48:51,Reviewer_1,,37.79,4248.0,1105.0,1020.0,25.71,43.42,,0.0,0.0,19.0,8.0,13.0,3.0,2.57,19.0,14.03,,,,1.43,,,1.25,0.38,0.41,10.0,,,1.0,,,,,,,,,
Component_ID_9,Asset_ID_5,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_10,Fluid Analysis,2022-01-20,Observation_Code_1036,47500.77,47500.77,4247.62,143.76,9.0,Critical,Normal,,4247.62,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2022-01-22 20:12:23,Reviewer_10,,50.94,4656.0,1029.0,997.52,20.46,39.91,,0.0,0.0,3.0,7.0,13.0,3.0,3.03,18.0,14.15,,,,1.34,,,1.0,0.17,0.3,4.0,,,1.0,,,,,,,,,
Component_ID_10,Asset_ID_5,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_9,Fluid Analysis,2022-01-20,Observation_Code_922,47500.77,47500.77,5471.25,143.76,9.0,Critical,Normal,,5471.25,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2022-01-22 20:12:23,Reviewer_10,,52.52,4759.0,991.53,989.85,20.23,38.09,,0.0,0.0,3.0,7.0,12.0,3.0,3.22,17.0,14.34,,,,1.47,,,1.0,0.09,0.18,3.0,,,1.0,,,,,,,,,
Component_ID_53,Asset_ID_41,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_61,Fluid Analysis,2022-01-20,Observation_Code_3911,21048.64,21048.64,3655.81,232.91,12.0,Critical,Normal,,3655.81,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2022-01-22 20:12:23,Reviewer_10,,61.04,4552.0,,,20.13,39.03,,0.0,0.0,0.0,6.0,11.0,3.56,3.24,16.0,15.16,,,,1.24,,,1.0,0.48,,3.0,,,1.0,,,,,,,,,
Component_ID_51,Asset_ID_39,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_58,Fluid Analysis,2022-01-20,Observation_Code_3667,20957.54,20957.54,2782.72,666.12,37.0,Critical,Normal,,2782.72,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2022-01-22 20:12:23,Reviewer_10,,56.74,4166.0,,,20.98,33.92,,0.0,0.0,0.0,6.0,11.0,3.56,3.34,16.0,15.02,,,,1.61,,,1.0,1.64,,9.0,,,1.0,,,,,,,,,
Component_ID_33,Asset_ID_21,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_37,Fluid Analysis,2022-01-20,Observation_Code_2622,11486.61,11486.61,11486.61,213.6,14.0,Critical,Normal,,11486.61,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2022-01-22 20:12:23,Reviewer_10,,52.43,4829.0,,,20.32,43.07,,0.0,0.5,1.0,8.0,15.0,3.0,3.43,19.0,13.61,,,,1.45,,,1.0,0.06,0.68,3.0,,,1.0,,,,,,,,,
Component_ID_34,Asset_ID_22,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_38,Fluid Analysis,2022-01-20,Observation_Code_2731,11307.76,11307.76,2537.28,404.62,27.0,Critical,Warning,,2537.28,No,0,Normal,"El PQ tiene concentraciones nominales entre 5 y 9 PPm, mantendremos seguimiento a las muestras",,No Fault Identified,2022-01-23 21:15:01,Reviewer_6,,56.76,4988.0,,,23.9,42.84,,0.0,0.0,0.0,8.0,14.0,3.0,2.93,18.0,14.75,,,,1.16,,,1.0,0.04,0.67,3.0,,5.0,1.0,,,,,,,,,
Component_ID_4,Asset_ID_2,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_3,Fluid Analysis,2022-01-19,Observation_Code_261,61893.27,61893.27,2652.02,466.34,29.0,Critical,Normal,,2652.02,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2022-01-20 20:11:13,Reviewer_10,,40.33,5411.0,1160.0,1017.0,13.71,45.78,,0.0,0.0,9.0,8.0,13.0,3.0,2.67,19.0,14.06,,,,1.26,,,1.24,0.19,1.17,6.0,,,1.0,,,,,,,,,
Component_ID_3,Asset_ID_2,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_4,Fluid Analysis,2022-01-19,Observation_Code_372,61893.27,61893.27,12448.21,466.34,29.0,Critical,Warning,,12448.21,No,0,Normal,"MUESTRA EVIDENCIA PRESENCIA DE HOLLIN EN MUESTRA DE ANALSIISS DE ACEITE , ESTO SE EXPLICA POR ALTOS TIEMPOS DE RELANTI POR PARTE DE PRODUCCION ",,Abnormal Combustion,2022-01-24 17:48:51,Reviewer_1,,36.82,4873.0,988.31,1010.0,30.12,38.08,,0.0,0.0,19.0,8.0,14.0,3.0,2.56,19.0,13.78,,,,1.23,,,1.0,0.37,0.84,7.0,,,1.0,,,,,,,,,
Component_ID_29,Asset_ID_17,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_33,Fluid Analysis,2022-01-19,Observation_Code_2206,52764.24,52764.24,13697.48,93.91,6.0,Critical,Warning,,13697.48,No,0,Normal,"Los predictores de PQ nominalmente manejan entre 5 y 9 PPM, mantendremos seguimiento a la siguiente muestra.",,No Fault Identified,2022-01-23 21:17:00,Reviewer_6,,51.75,5310.0,,,26.26,40.3,,0.0,0.0,1.0,9.0,16.0,3.32,3.33,20.0,14.96,,,,1.59,,,1.0,0.05,0.58,3.0,,5.0,1.0,,,,,,,,,
Component_ID_38,Asset_ID_26,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_42,Fluid Analysis,2022-01-19,Observation_Code_3064,2999.62,2999.62,2999.62,19.11,1.0,Critical,Normal,,2999.62,No,0,Normal,,,No Fault Identified,2022-01-23 21:13:48,Reviewer_6,,57.11,4616.0,,,22.59,41.92,,0.0,0.0,1.0,8.0,13.0,3.0,3.62,18.0,14.81,,,,1.15,,,1.0,0.06,0.72,3.0,,2.0,1.0,,,,,,,,,
Component_ID_38,Asset_ID_26,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_42,Fluid Analysis,2022-01-18,Observation_Code_3063,2980.51,2980.51,2980.51,110.7,6.0,Critical,Normal,,2980.51,No,0,Normal,,,No Fault Identified,2022-01-23 21:13:38,Reviewer_6,,59.78,4906.0,,,22.6,41.33,,0.0,0.0,0.0,8.0,13.0,3.05,3.78,18.0,14.89,,,,1.7,,,1.0,0.04,0.76,3.0,,4.0,1.0,,,,,,,,,
Component_ID_36,Asset_ID_24,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_40,Fluid Analysis,2022-01-18,Observation_Code_2909,2812.29,2812.29,2812.29,288.72,16.0,Critical,Critical,,2812.29,No,0,Normal,"El PQ tiene concentraciones nominales entre 5 y 9 PPm, esta en rangos, mantendremos en seguimiento",,No Fault Identified,2022-01-23 21:14:24,Reviewer_6,,49.73,3818.0,,,25.26,35.71,,0.0,0.0,0.0,8.0,13.0,3.13,4.16,18.0,14.65,,,,1.55,,,1.0,0.16,0.0,3.0,,10.0,1.0,,,,,,,,,
Component_ID_12,Asset_ID_6,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_11,Fluid Analysis,2022-01-17,Observation_Code_1139,46476.86,46476.86,267.45,371.27,23.0,Critical,Critical,,267.45,No,0,Warning,MUESTRA DE ACEITE INDICA POSIBLE CONTAMINACION AL  SISTEMA DE LUBRICACION CON VALORES ALTOS DE SILICIO Y SODIO  CORRELACIONADOS CON METALES ,1.TOMAR MUESTRA DE ACEITE MOTOR ANTES DE CAMBIO DE ACEITE  2.CAMBIAR ACEITE  2.CORTAR/INSPECCIONAR FILTROS EN BUSCA DE PARTICULAS  METALICAS  3.REVISAR DUCTOS DE ADMSION/ ABRAZADERAS.  4.REALIZAR PRUEBA DE HERMERICIDAD.  5.REPORTAR HALLZAGOS.,Coolant Entry,2022-01-20 07:42:31,Reviewer_1,"Action: Cambiar aceite (Priority: 1 - Acción dentro de la Parada Actual Programada (Máxi)  Status: Closed  Completion Notes on 2022-03-08 10:48:44 by cerrejon_web_service:  DESCRIPCION       : CAMBIAR ACEITE MOTR x contaminacionCONDICION DE ULTIMA ATENCION  :(VER HISTORIA DE EQUIPO)    Closing Notes on 2024-03-15 09:44:25 by etorres4:  Se Cierra Orden completada ,ante la mejoria en la salud del componente    ",55.63,4951.0,1288.0,1090.0,42.54,50.12,,0.0,0.0,0.0,7.0,12.0,6.8,7.64,17.0,14.26,,,,1.93,,,3.15,0.33,1.71,12.0,,,1.45,,,,,,,,,
Component_ID_11,Asset_ID_6,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_12,Fluid Analysis,2022-01-17,Observation_Code_1248,46476.86,46476.86,15347.92,371.27,23.0,Critical,Normal,,15347.92,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2022-01-19 20:10:55,Reviewer_10,,43.12,4819.0,1275.0,1125.0,45.08,48.91,,0.0,0.0,14.0,8.0,13.0,3.65,2.64,18.0,14.04,,,,1.66,,,1.18,0.23,1.14,11.0,,,1.0,,,,,,,,,
Component_ID_32,Asset_ID_20,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_36,Fluid Analysis,2022-01-17,Observation_Code_2513,15175.07,15175.07,1300.71,300.91,20.0,Critical,Warning,,1300.71,No,0,Normal,Los predictores de PQ manejan una concentracion nominal entre 5 y 8 PPm,,No Fault Identified,2022-01-19 21:42:53,Reviewer_6,,54.05,4747.0,,,64.99,51.6,,0.0,0.0,0.0,7.0,12.0,3.1,2.99,17.0,14.49,,,,1.47,,,1.0,0.03,1.66,3.0,,5.0,1.0,,,,,,,,,
Component_ID_1,Asset_ID_1,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_2,Fluid Analysis,2022-01-16,Observation_Code_151,65858.01,73695.25,1961.33,172.96,10.0,Critical,Normal,,1961.33,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2022-01-18 20:11:02,Reviewer_10,,44.71,3590.0,1367.0,1115.0,25.62,33.4,,0.0,0.0,3.0,7.0,12.0,3.34,3.54,17.0,13.9,,,,1.49,,,1.33,0.23,0.0,7.0,,,1.0,,,,,,,,,
Component_ID_2,Asset_ID_1,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_1,Fluid Analysis,2022-01-16,Observation_Code_41,65858.01,73659.15,1961.33,172.96,10.0,Critical,Normal,,1961.33,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2022-01-18 20:11:02,Reviewer_10,,40.9,3381.0,1203.0,1188.0,22.12,26.76,,0.0,0.0,3.0,7.0,13.0,3.0,3.52,17.0,14.01,,,,1.05,,,1.0,0.28,0.0,8.0,,,1.0,,,,,,,,,
Component_ID_54,Asset_ID_42,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_63,Fluid Analysis,2022-01-16,Observation_Code_4033,11511.18,30491.43,11509.05,355.91,18.0,Critical,Critical,,11509.05,No,0,Warning,"CONDICIONN DEL ACEITE A AUMENTADO SE OBSERVA AUMENTO EN OXIDACION , ACOMPAÑADO DE NITRACION , ESTOS PREDICTORES DICTAN LA SALUD DEL ACIETE, CONDICION SE ESTA TRABAJANDO CON LA OT SH179879",,Fluid Condition Deteriorating,2022-01-20 06:14:00,Reviewer_1,,47.11,3717.0,,,25.96,36.76,,0.0,0.0,3.0,12.0,20.0,4.96,4.38,25.0,16.02,,,,1.72,,,1.0,2.45,,17.0,,,1.0,,,,,,,,,
Component_ID_13,Asset_ID_7,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_14,Fluid Analysis,2022-01-16,Observation_Code_1486,15471.66,15471.66,15471.66,476.43,33.0,Critical,Warning,,15471.66,No,0,Normal,"TODOS LOS PREDICTORES PERMAMNECEN DENTRO DE RANGOS NORMAL DE OPERACION ,SEGUIR CON MONITOREO ",CMABIAR ACEITE EN PM ,No Fault Identified,2022-01-20 07:47:47,Reviewer_1,,39.32,4819.0,1263.0,1064.0,38.21,45.95,,0.0,0.0,16.0,8.0,13.0,3.0,2.96,18.0,14.4,,,,1.66,,,1.35,0.24,,10.0,,,1.0,,,,,,,,,
Component_ID_14,Asset_ID_7,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_13,Fluid Analysis,2022-01-16,Observation_Code_1357,15471.66,15471.66,15471.66,476.43,33.0,Critical,Normal,,15471.66,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2022-01-18 20:11:02,Reviewer_10,,48.25,4981.0,1598.0,1097.0,39.18,51.87,,0.0,0.0,5.0,8.0,13.0,3.16,3.06,18.0,14.16,,,,1.77,,,1.0,0.05,,4.0,,,1.0,,,,,,,,,
Component_ID_25,Asset_ID_13,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_29,Fluid Analysis,2022-01-15,Observation_Code_1808,69554.95,69554.95,6327.4,161.54,9.0,Critical,Warning,,6327.4,No,0,Normal,"La concentracion nominal de PQ en el aceite es entre 5 y 8 PPm, mantendremos seguimiento",,No Fault Identified,2022-01-19 21:50:11,Reviewer_6,,46.23,3723.0,,,19.57,34.37,,0.0,0.0,0.0,7.0,12.0,3.0,3.61,17.0,15.08,,,,1.0,,,1.0,0.01,0.18,3.0,,6.0,1.0,,,,,,,,,
Component_ID_27,Asset_ID_15,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_31,Fluid Analysis,2022-01-15,Observation_Code_2002,67257.39,67297.67,11152.22,378.59,26.0,Critical,Normal,,11152.22,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2022-01-17 20:11:13,Reviewer_10,,47.56,4116.0,,,17.75,39.05,,0.0,0.0,0.0,7.0,13.0,3.0,3.48,17.0,15.06,,,,1.0,,,1.0,0.0,0.49,3.0,,3.0,1.0,,,,,,,,,
Component_ID_52,Asset_ID_40,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_60,Fluid Analysis,2022-01-15,Observation_Code_3790,20309.79,57895.82,4017.41,435.61,27.0,Critical,Normal,,4017.41,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2022-01-17 20:11:13,Reviewer_10,,44.96,3749.0,,,19.25,33.89,,0.0,0.0,0.0,7.0,12.0,3.0,3.63,17.0,15.03,,,,1.02,,,1.0,1.18,,6.0,,,1.0,,,,,,,,,
Component_ID_35,Asset_ID_23,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_39,Fluid Analysis,2022-01-15,Observation_Code_2841,10405.03,10405.03,10405.03,357.35,23.0,Critical,Critical,,10405.03,No,0,Normal,"La concentracion nominal de PQ en el aceite es entre 5 y 8 PPM, mantendremos en seguimiento",,No Fault Identified,2022-01-19 21:45:58,Reviewer_6,,49.12,3696.0,,,18.58,33.36,,0.0,0.0,0.0,6.0,11.0,3.0,3.43,17.0,15.43,,,,1.0,,,1.0,0.01,0.02,3.0,,9.0,1.0,,,,,,,,,
Component_ID_29,Asset_ID_17,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_33,Fluid Analysis,2022-01-13,Observation_Code_2205,52670.33,52670.33,13603.57,617.75,39.0,Critical,Normal,,13603.57,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2022-01-16 20:10:52,Reviewer_10,,42.12,3747.0,,,20.51,32.32,,0.0,0.0,0.0,8.0,14.0,3.0,3.3,18.0,15.12,,,,1.0,,,1.0,0.08,0.0,3.0,,,1.0,,,,,,,,,
